TXN_ID,TXN_DT,ACCT_NO,TXN_AMT,ACCT_BAL,TENURE,ACCT_TYPE,ATM_IND,TXN_ST,ONLINE_IND,NOLNK_ACCT,FRD_IND
123A567,9/9/11,xxxx7914,7.91,98.84,3.9,REG,0,NV,0,0,0
123A162,9/9/11,xxxx7915,5.01,100.1,2.8,REG,1,NV,0,0,0
123A274,9/9/11,xxxx7916,2.02,100.1,5.6,REG,0,NV,0,0,0
123A600,9/9/11,xxxx7920,2.02,100.1,4.4,REG,1,NV,0,0,0
123A674,9/9/11,xxxx7921,2.02,100.1,2.8,REG,1,NV,0,0,0
123A641,9/9/11,xxxx7923,2.02,100.65,3.8,REG,1,NV,0,0,0
123A614,9/9/11,xxxx7924,5.03,100.67,5.6,REG,0,OH,0,0,0
123A438,9/9/11,xxxx7925,5.07,101.39,5.6,PRM,0,NV,0,0,0
123A418,9/9/11,xxxx7926,8.14,101.78,5.6,REG,0,OH,0,0,0
123A317,9/9/11,xxxx7927,8.5,106.28,0.3,REG,0,NV,0,0,0
123A689,9/9/11,xxxx7928,8.59,107.34,5.6,REG,1,NV,0,0,0
123A150,9/9/11,xxxx7929,5.52,110.39,5.6,REG,0,OH,0,0,0
123A250,9/9/11,xxxx7930,2.02,120.23,2.1,REG,0,NV,0,0,0
123A430,9/9/11,xxxx7931,6.12,122.36,5.6,REG,0,OH,0,0,0
123A315,9/9/11,xxxx7933,10.02,125.25,5.6,PRM,0,OH,0,0,0
123A468,9/9/11,xxxx7934,10.03,125.43,3,REG,0,NV,0,0,0
123A125,9/9/11,xxxx7935,2.02,129,3.3,REG,1,NV,0,0,0
123A484,9/9/11,xxxx7936,6.64,132.84,5.6,REG,0,OH,0,0,0
123A245,9/9/11,xxxx7937,10.75,134.36,5.6,REG,0,NV,0,0,0
123A639,9/9/11,xxxx7938,10.8,135,0.1,REG,0,OH,0,0,0
123A352,9/9/11,xxxx7939,10.85,135.68,5.6,REG,0,OH,0,0,0
123A218,9/9/11,xxxx7940,6.94,138.71,5.6,REG,0,OH,0,0,0
123A402,9/9/11,xxxx7941,7.06,141.23,5.6,REG,1,OH,0,0,0
123A422,9/9/11,xxxx7942,11.43,142.91,2.6,REG,0,OH,0,0,0
123A344,9/9/11,xxxx7943,7.23,144.6,5.6,REG,0,OH,0,0,0
123A304,9/9/11,xxxx7944,7.25,145.01,5.6,REG,0,OH,0,0,0
123A672,9/9/11,xxxx7945,7.26,145.11,5.6,REG,0,OH,0,0,0
123A678,9/9/11,xxxx7946,7.27,145.44,2.6,REG,0,NV,0,0,0
123A348,9/9/11,xxxx7947,7.33,146.61,5.6,REG,0,OH,0,0,0
123A210,9/9/11,xxxx7948,7.36,147.19,4.4,REG,0,NV,0,0,0
123A200,9/9/11,xxxx7949,7.59,151.85,5.6,PRM,0,OH,0,0,0
123A140,9/9/11,xxxx7950,12.25,153.14,3.1,REG,1,NV,0,0,0
123A451,9/9/11,xxxx7951,12.4,154.98,5.6,REG,0,OH,0,0,0
123A490,9/9/11,xxxx7952,12.48,156.06,5.6,REG,0,OH,0,0,0
123A574,9/9/11,xxxx7954,8.08,161.53,4.9,REG,0,NV,1,0,0
123A199,9/9/11,xxxx7955,13.5,168.77,2.4,REG,0,NV,0,0,0
123A626,9/9/11,xxxx7956,13.6,170.05,4.9,REG,0,NV,1,0,0
123A652,9/9/11,xxxx7957,13.61,170.08,5.6,REG,0,NV,0,0,0
123A419,9/9/11,xxxx7958,14.34,179.27,0.3,REG,0,NV,0,0,0
123A609,9/9/11,xxxx7959,14.41,180.13,5.6,REG,0,NV,0,0,0
123A530,9/9/11,xxxx7960,14.43,180.41,5.6,REG,1,OH,0,0,0
123A379,9/9/11,xxxx7961,14.68,183.47,0.1,REG,0,NV,1,0,0
123A126,9/9/11,xxxx7962,14.75,184.4,5.6,REG,0,OH,0,0,0
123A537,9/9/11,xxxx7963,14.76,184.47,5.6,REG,1,OH,0,0,0
123A632,9/9/11,xxxx7964,9.27,185.48,2.9,REG,0,NV,0,0,0
123A231,9/9/11,xxxx7966,15.18,189.71,5.6,REG,0,OH,0,0,0
123A354,9/9/11,xxxx7967,9.63,192.6,5.6,PRM,0,OH,0,0,0
123A645,9/9/11,xxxx7969,15.61,195.12,5.4,REG,0,NV,1,0,0
123A386,9/9/11,xxxx7970,15.83,197.83,5.6,REG,0,OH,0,0,0
123A303,9/9/11,xxxx7971,15.99,199.85,5.3,REG,0,NV,0,0,0
123A137,9/9/11,xxxx7973,16.19,202.35,5.5,REG,0,NV,0,0,0
123A644,9/9/11,xxxx7974,16.32,203.98,4,REG,0,NV,0,0,0
123A346,9/9/11,xxxx7975,16.38,204.69,0.3,REG,1,NV,0,0,0
123A685,9/9/11,xxxx7976,16.47,205.93,0.3,REG,0,NV,0,0,0
123A220,9/9/11,xxxx7977,16.48,205.95,3.5,REG,0,NV,0,0,0
123A487,9/9/11,xxxx7978,16.64,208,4.2,REG,0,OH,0,0,0
123A248,9/9/11,xxxx7979,16.74,209.19,0.3,REG,0,NV,0,0,0
123A163,9/9/11,xxxx7982,17.2,215.02,3.7,REG,0,NV,0,0,0
123A145,9/9/11,xxxx7983,17.9,223.8,5.6,REG,0,OH,1,0,0
123A350,9/9/11,xxxx7984,17.92,223.98,5.6,REG,0,NV,0,0,0
123A119,9/9/11,xxxx7985,18.06,225.76,0.3,PRM,0,OH,1,0,0
123A586,9/9/11,xxxx7986,18.19,227.35,5.6,REG,0,OH,0,0,0
123A602,9/9/11,xxxx7987,18.24,228.03,5.6,PRM,0,OH,0,0,0
123A462,9/9/11,xxxx7988,11.56,231.24,5.6,REG,0,NV,0,0,0
123A369,9/9/11,xxxx7989,18.56,232.04,5.6,REG,0,OH,0,0,0
123A138,9/9/11,xxxx7990,11.66,233.23,5.6,PRM,0,OH,0,0,0
123A110,9/9/11,xxxx7991,11.74,234.75,4.1,REG,0,NV,1,0,0
123A514,9/9/11,xxxx7994,19.39,242.34,4.8,REG,1,NV,0,0,0
123A177,9/9/11,xxxx7995,19.55,244.41,2.8,REG,1,NV,0,0,0
123A104,9/9/11,xxxx7996,19.71,246.34,5.5,REG,1,NV,0,0,0
123A206,9/9/11,xxxx7997,19.88,248.53,0.3,REG,1,NV,0,0,0
123A127,9/9/11,xxxx7998,20.04,250.44,5.6,PRM,1,OH,0,0,0
123A606,9/9/11,xxxx7999,12.63,252.68,5.6,REG,0,OH,0,0,0
123A235,9/9/11,xxxx8000,20.51,256.31,5.6,REG,1,NV,0,0,0
123A258,9/9/11,xxxx8001,12.82,256.35,0.3,REG,0,NV,0,0,0
123A132,9/9/11,xxxx8002,13.11,262.25,0.3,REG,0,OH,0,0,0
123A105,9/9/11,xxxx8003,21.09,263.67,5.6,REG,1,OH,0,0,0
123A546,9/9/11,xxxx8004,13.33,266.61,5.6,PRM,1,OH,0,0,0
123A238,9/9/11,xxxx8006,21.35,266.89,3.3,REG,1,NV,0,0,0
123A172,9/9/11,xxxx8008,21.72,271.51,5.6,REG,1,NV,0,0,0
123A501,9/9/11,xxxx8009,21.74,271.74,3.3,REG,1,NV,0,0,0
123A148,9/9/11,xxxx8010,21.82,272.76,3.4,REG,0,NV,1,0,0
123A324,9/9/11,xxxx8011,22.05,275.58,2.2,REG,0,NV,0,0,0
123A101,9/9/11,xxxx8012,22.13,276.61,0.3,REG,0,OH,0,0,0
123A437,9/9/11,xxxx8014,22.49,281.1,2.6,REG,0,NV,0,0,0
123A120,9/9/11,xxxx8016,14.33,286.67,2.2,REG,1,NV,0,0,0
123A428,9/9/11,xxxx8017,22.94,286.76,5.6,REG,0,OH,0,0,0
123A178,9/9/11,xxxx8018,14.46,289.11,5.6,REG,0,OH,0,0,0
123A306,9/9/11,xxxx8019,23.4,292.48,0.3,REG,1,OH,0,0,0
123A667,9/9/11,xxxx8022,24.01,300.12,2.5,REG,0,NV,0,0,0
123A544,9/9/11,xxxx8023,2.02,300.22,5.6,REG,0,OH,0,0,0
123A390,9/9/11,xxxx8024,15.06,301.11,5.6,PRM,0,OH,1,0,0
123A158,9/9/11,xxxx8025,24.44,305.45,2.7,REG,0,NV,0,0,0
123A635,9/9/11,xxxx8026,24.54,306.8,5.6,PRM,0,OH,0,0,0
123A671,9/9/11,xxxx8028,24.76,309.47,0.3,REG,0,NV,0,0,0
123A217,9/9/11,xxxx8029,24.79,309.87,5.6,REG,0,OH,0,0,0
123A173,9/9/11,xxxx8031,25.07,313.34,4.9,REG,1,NV,0,0,0
123A330,9/9/11,xxxx8032,15.7,314.03,5.6,PRM,0,OH,0,0,0
123A318,9/9/11,xxxx8033,15.8,315.99,3.9,REG,1,NV,0,0,0
123A706,9/9/11,xxxx8034,25.33,316.69,0.3,REG,1,OH,0,0,0
123A374,9/9/11,xxxx8036,25.43,317.84,5.6,REG,1,OH,0,0,0
123A176,9/9/11,xxxx8037,25.45,318.07,5.6,REG,1,OH,0,0,0
123A658,9/9/11,xxxx8039,26.07,325.81,0.3,REG,1,NV,0,0,0
123A393,9/9/11,xxxx8040,26.39,329.83,5.6,REG,1,OH,0,0,0
123A663,9/9/11,xxxx8041,26.44,330.47,4.3,REG,1,NV,0,0,0
123A152,9/9/11,xxxx8042,26.51,331.42,3.7,REG,1,OH,0,0,0
123A448,9/9/11,xxxx8043,16.64,332.75,5.6,REG,0,OH,0,0,0
123A480,9/9/11,xxxx8045,16.81,336.12,5.6,REG,0,OH,0,0,0
123A370,9/9/11,xxxx8046,27.01,337.6,2.7,REG,1,OH,0,0,0
123A436,9/9/11,xxxx8047,27.09,338.6,5.6,PRM,1,OH,0,0,0
123A154,9/9/11,xxxx8048,27.12,338.97,5.6,REG,0,OH,0,0,0
123A225,9/9/11,xxxx8050,27.69,346.08,5.6,REG,0,OH,0,0,0
123A294,9/9/11,xxxx8051,17.35,346.92,5.6,REG,1,OH,0,0,0
123A253,9/9/11,xxxx8054,28.08,350.94,2.5,REG,0,NV,0,0,0
123A494,9/9/11,xxxx8055,28.18,352.27,5.6,REG,0,NV,0,0,0
123A263,9/9/11,xxxx8056,28.32,354.01,3.9,REG,0,OH,0,0,0
123A320,9/9/11,xxxx8058,28.42,355.25,5.6,REG,0,OH,0,0,0
123A222,9/9/11,xxxx8060,18.09,361.71,5.6,REG,0,OH,0,0,0
123A128,9/9/11,xxxx8062,18.2,363.94,5.6,REG,0,NV,0,0,0
123A465,9/9/11,xxxx8063,29.12,363.96,5.6,REG,0,OH,0,0,0
123A198,9/9/11,xxxx8066,29.8,372.47,3.6,REG,1,NV,0,0,0
123A703,9/9/11,xxxx8067,29.81,372.64,3.3,REG,0,NV,0,0,0
123A506,9/9/11,xxxx8068,18.7,374.05,5.6,REG,0,OH,0,0,0
123A191,9/9/11,xxxx8070,30.61,382.61,5.6,REG,1,OH,0,0,0
123A371,9/9/11,xxxx8071,30.64,382.98,2.9,REG,1,NV,0,0,0
123A213,9/9/11,xxxx8072,30.88,386.05,5.5,REG,0,NV,0,0,0
123A491,9/9/11,xxxx8073,31.02,387.7,5.6,REG,0,NV,0,0,0
123A328,9/9/11,xxxx8074,31.07,388.32,0.3,REG,0,OH,0,0,0
123A576,9/9/11,xxxx8077,31.66,395.7,0.2,REG,0,NV,0,0,0
123A476,9/9/11,xxxx8079,32.04,400.53,4.7,REG,0,NV,0,0,0
123A375,9/9/11,xxxx8080,32.12,401.53,0.3,REG,0,OH,0,0,0
123A622,9/9/11,xxxx8081,32.16,402.02,5.6,REG,0,NV,0,0,0
123A114,9/9/11,xxxx8082,20.13,402.61,5.6,REG,1,NV,0,0,0
123A466,9/9/11,xxxx8084,20.27,405.31,5.6,REG,1,OH,0,0,0
123A677,9/9/11,xxxx8085,32.83,410.34,3.1,REG,1,NV,0,0,0
123A208,9/9/11,xxxx8087,33.53,419.1,0.3,REG,1,OH,0,0,0
123A226,9/9/11,xxxx8090,34.3,428.72,4.2,REG,0,NV,0,0,0
123A533,9/9/11,xxxx8091,34.42,430.23,0.3,REG,1,NV,0,0,0
123A322,9/9/11,xxxx8093,21.63,432.67,3,REG,1,NV,0,0,0
123A534,9/9/11,xxxx8094,21.7,434.03,5.6,REG,1,NV,0,0,0
123A342,9/9/11,xxxx8096,35,437.47,3.9,REG,0,NV,1,0,0
123A693,9/9/11,xxxx8098,35.28,441.04,3.4,REG,0,NV,0,0,0
123A411,9/9/11,xxxx8099,35.45,443.17,5.6,REG,0,NV,0,0,0
123A164,9/9/11,xxxx8100,22.49,449.71,5.6,REG,0,NV,0,0,0
123A564,9/9/11,xxxx8101,22.57,451.41,5.6,REG,1,NV,0,0,0
123A532,9/9/11,xxxx8103,36.26,453.22,4.5,REG,1,NV,0,0,0
123A357,9/9/11,xxxx8104,36.56,456.95,5.6,REG,0,NV,0,0,0
123A230,9/9/11,xxxx8105,37.53,469.14,2,REG,0,NV,0,0,0
123A397,9/9/11,xxxx8106,37.75,471.92,2,REG,0,OH,0,0,0
123A196,9/9/11,xxxx8108,23.81,476.25,5.6,REG,0,OH,0,0,0
123A527,9/9/11,xxxx8109,38.19,477.32,0.3,REG,0,NV,0,0,0
123A698,9/9/11,xxxx8110,38.64,483.01,5.6,REG,0,OH,0,0,0
123A314,9/9/11,xxxx8112,39.32,491.51,5.6,REG,1,OH,0,0,0
123A130,9/9/11,xxxx8113,39.44,493.05,0.3,REG,1,NV,0,0,0
123A167,9/9/11,xxxx8114,39.44,493.05,2.1,REG,1,NV,0,0,0
123A391,9/9/11,xxxx8115,24.72,494.43,4.7,REG,0,NV,0,0,0
123A637,9/9/11,xxxx8117,24.88,497.52,5.6,REG,1,OH,0,0,0
123A166,9/9/11,xxxx8119,40.28,503.51,5.2,REG,1,OH,0,0,0
123A122,9/9/11,xxxx8120,40.44,505.45,2.7,REG,1,OH,0,0,0
123A358,9/9/11,xxxx8121,25.56,511.13,0.3,REG,1,NV,0,0,0
123A188,9/9/11,xxxx8122,41.29,516.09,5.6,REG,1,OH,0,0,0
123A261,9/9/11,xxxx8123,41.32,516.54,4.3,REG,1,OH,0,0,0
123A580,9/9/11,xxxx8124,41.35,516.91,0.3,REG,1,NV,0,0,0
123A142,9/9/11,xxxx8125,26.15,522.99,5.6,PRM,1,OH,0,0,0
123A629,9/9/11,xxxx8126,26.58,531.67,5.6,PRM,1,OH,0,0,0
123A416,9/9/11,xxxx8130,26.82,536.35,5.6,PRM,1,OH,0,0,0
123A239,9/9/11,xxxx8131,43.03,537.93,2.1,REG,1,OH,0,0,0
123A394,9/9/11,xxxx8132,26.91,538.28,5.6,REG,1,OH,0,0,0
123A194,9/9/11,xxxx8133,43.43,542.9,5.6,REG,0,OH,1,0,0
123A549,9/9/11,xxxx8134,43.59,544.92,5.1,PRM,0,NV,0,0,0
123A552,9/9/11,xxxx8135,27.41,548.22,5.6,REG,0,OH,0,0,0
123A262,9/9/11,xxxx8137,44.22,552.76,0.3,PRM,0,NV,0,0,0
123A558,9/9/11,xxxx8138,44.24,552.98,5.6,REG,0,OH,0,0,0
123A616,9/9/11,xxxx8140,44.4,554.99,2.7,REG,0,NV,0,0,0
123A155,9/9/11,xxxx8141,44.59,557.37,5.6,REG,0,OH,0,0,0
123A204,9/9/11,xxxx8143,28.5,569.92,5.6,REG,0,OH,0,0,0
123A688,9/9/11,xxxx8144,45.7,571.2,3,REG,0,OH,1,0,0
123A368,9/9/11,xxxx8145,45.78,572.31,3.8,REG,0,NV,0,0,0
123A598,9/9/11,xxxx8149,46.44,580.54,5.6,REG,0,OH,0,0,0
123A243,9/9/11,xxxx8150,46.62,582.69,5.6,REG,0,OH,0,0,0
123A508,9/9/11,xxxx8152,46.87,585.82,4,REG,0,NV,0,0,0
123A634,9/9/11,xxxx8154,47.05,588.14,0.3,REG,1,OH,0,0,0
123A515,9/9/11,xxxx8155,47.48,593.47,4.9,REG,0,OH,0,0,0
123A441,9/9/11,xxxx8156,47.91,598.85,4.4,REG,0,OH,0,0,0
123A280,9/9/11,xxxx8157,48.05,600.63,5.6,REG,0,OH,0,0,0
123A170,9/9/11,xxxx8158,48.06,600.71,5.6,REG,1,NV,0,0,0
123A252,9/9/11,xxxx8159,48.26,603.24,2.3,REG,0,OH,0,0,0
123A257,9/9/11,xxxx8160,48.27,603.43,5.6,REG,0,NV,0,0,0
123A447,9/9/11,xxxx8161,48.65,608.13,2.2,REG,0,NV,0,0,0
123A633,9/9/11,xxxx8162,30.47,609.36,5.6,REG,1,OH,0,0,0
123A207,9/9/11,xxxx8164,49.34,616.74,0.3,REG,1,OH,0,0,0
123A572,9/9/11,xxxx8167,49.74,621.8,3.7,REG,1,NV,0,0,0
123A486,9/9/11,xxxx8170,49.86,623.28,5.6,REG,1,OH,0,0,0
123A523,9/9/11,xxxx8174,50.84,635.56,3.1,REG,0,NV,0,0,0
123A700,9/9/11,xxxx8175,31.84,636.78,4,REG,0,NV,1,0,0
123A108,9/9/11,xxxx8176,51,637.47,5.2,REG,0,NV,0,0,0
123A519,9/9/11,xxxx8177,51.02,637.78,5.6,REG,0,OH,0,0,0
123A440,9/9/11,xxxx8178,51.06,638.22,5.6,REG,1,OH,0,0,0
123A682,9/9/11,xxxx8180,32.18,643.63,5.6,REG,0,OH,0,0,0
123A599,9/9/11,xxxx8182,51.66,645.77,5.3,REG,1,NV,0,0,0
123A406,9/9/11,xxxx8184,51.86,648.3,5.6,REG,1,OH,0,0,0
123A562,9/9/11,xxxx8185,52.06,650.73,5.6,PRM,1,OH,0,0,0
123A272,9/9/11,xxxx8186,32.76,655.2,5.6,REG,1,OH,0,0,0
123A656,9/9/11,xxxx8187,52.99,662.34,5.6,REG,0,OH,0,0,0
123A528,9/9/11,xxxx8188,33.44,668.82,5.6,REG,0,OH,1,0,0
123A227,9/9/11,xxxx8190,53.55,669.35,4,REG,1,NV,0,0,0
123A443,9/9/11,xxxx8191,54.13,676.62,5.6,REG,1,NV,0,0,0
123A409,9/9/11,xxxx8192,449.09,679.52,5.6,PRM,1,NV,0,0,0
123A106,9/9/11,xxxx8193,33.99,679.73,2,REG,1,NV,0,0,0
123A563,9/9/11,xxxx8194,54.39,679.83,5.6,PRM,0,NV,0,0,0
123A442,9/9/11,xxxx8195,54.51,681.42,5.6,PRM,0,OH,0,0,0
123A134,9/9/11,xxxx8196,54.59,682.38,5.6,REG,0,OH,0,0,0
123A124,9/9/11,xxxx8198,34.24,684.89,4.1,REG,0,NV,0,0,0
123A568,9/9/11,xxxx8199,55.23,690.4,5.6,REG,0,OH,0,0,0
123A709,9/9/11,xxxx8201,55.35,691.9,5.6,REG,0,OH,0,0,0
123A412,9/9/11,xxxx8203,34.71,694.16,0.3,REG,1,OH,0,0,0
123A168,9/9/11,xxxx8205,34.95,698.94,4.1,REG,1,NV,0,0,0
123A636,9/9/11,xxxx8206,35.03,700.63,0.3,REG,0,NV,0,0,0
123A550,9/9/11,xxxx8208,56.18,702.23,0.3,PRM,0,NV,1,0,0
123A109,9/9/11,xxxx8209,50,702.99,5.6,REG,0,OH,1,0,0
123A646,9/9/11,xxxx8210,35.19,703.79,5.6,REG,0,OH,1,0,0
123A212,9/9/11,xxxx8211,56.33,704.11,5.6,REG,1,OH,0,0,0
123A583,9/9/11,xxxx8213,35.42,708.4,5.6,REG,0,OH,0,0,0
123A192,9/9/11,xxxx8215,35.79,715.76,5.6,REG,0,NV,1,0,0
123A282,9/9/11,xxxx8217,35.9,717.93,5.6,REG,0,OH,0,0,0
123A608,9/9/11,xxxx8218,57.49,718.64,5.6,REG,1,OH,0,0,0
123A290,9/9/11,xxxx8219,36.02,720.39,3.6,REG,1,NV,0,0,0
123A551,9/9/11,xxxx8221,57.93,724.1,2.3,REG,1,NV,0,0,0
123A522,9/9/11,xxxx8222,58.04,725.48,3.8,REG,1,NV,0,0,0
123A288,9/9/11,xxxx8223,58.23,727.82,5.6,REG,1,OH,0,0,0
123A587,9/9/11,xxxx8224,59.15,739.37,4.9,PRM,1,NV,0,0,0
123A566,9/9/11,xxxx8225,59.18,739.71,5.6,REG,1,OH,0,0,0
123A249,9/9/11,xxxx8226,59.37,742.1,5.6,REG,1,NV,0,0,0
123A454,9/9/11,xxxx8229,59.58,744.76,5.6,REG,1,OH,0,0,0
123A559,9/9/11,xxxx8231,60.27,753.38,5.6,REG,1,NV,0,0,0
123A695,9/9/11,xxxx8232,60.37,754.62,0.3,PRM,1,OH,0,0,0
123A100,9/9/11,xxxx8233,60.41,755.16,3,REG,0,NV,0,0,0
123A333,9/9/11,xxxx8234,60.62,757.79,5.6,REG,0,OH,1,0,0
123A144,9/9/11,xxxx8236,61.22,765.26,5.6,REG,0,OH,0,0,0
123A308,9/9/11,xxxx8237,38.58,771.58,5.6,REG,0,OH,0,0,0
123A254,9/9/11,xxxx8238,38.65,773.05,5.6,REG,0,OH,1,0,0
123A458,9/9/11,xxxx8239,61.9,773.74,5.6,REG,0,OH,0,0,0
123A332,9/9/11,xxxx8241,62.26,778.24,5.6,REG,0,OH,0,0,0
123A694,9/9/11,xxxx8243,62.87,785.9,0.3,REG,0,NV,0,0,0
123A450,9/9/11,xxxx8244,62.94,786.76,3.5,REG,1,NV,0,0,0
123A135,9/9/11,xxxx8245,63.38,792.23,0.1,REG,0,NV,0,0,0
123A372,9/9/11,xxxx8246,39.63,792.6,0.3,REG,1,NV,0,0,0
123A472,9/9/11,xxxx8247,63.55,794.41,5.6,REG,0,OH,0,0,0
123A518,9/9/11,xxxx8248,63.68,795.99,4.2,REG,0,NV,0,0,0
123A131,9/9/11,xxxx8249,64.29,803.68,5.1,REG,0,OH,1,0,0
123A360,9/9/11,xxxx8251,64.61,807.59,5.6,REG,0,OH,0,0,0
123A497,9/9/11,xxxx8252,64.67,808.38,5.6,REG,0,NV,0,0,0
123A156,9/9/11,xxxx8254,40.71,814.25,5.6,REG,1,OH,0,0,0
123A299,9/9/11,xxxx8255,65.37,817.16,5.1,REG,0,NV,1,0,0
123A446,9/9/11,xxxx8256,65.69,821.12,2.2,REG,0,NV,0,0,0
123A400,9/9/11,xxxx8257,65.81,822.63,5.6,REG,0,NV,0,0,0
123A365,9/9/11,xxxx8258,65.88,823.52,4,REG,1,NV,0,0,0
123A495,9/9/11,xxxx8260,66.48,830.95,0.3,REG,1,NV,0,0,0
123A690,9/9/11,xxxx8261,41.69,833.75,5.6,REG,1,OH,0,0,0
123A420,9/9/11,xxxx8262,41.73,834.63,0.3,REG,1,OH,0,0,0
123A136,9/9/11,xxxx8263,66.87,835.84,5.1,REG,1,NV,0,0,0
123A612,9/9/11,xxxx8264,66.99,837.32,5.6,REG,1,OH,0,0,0
123A256,9/9/11,xxxx8265,67.29,841.18,5.4,REG,1,NV,0,0,0
123A657,9/9/11,xxxx8268,67.76,847.03,5.3,REG,1,NV,0,0,0
123A536,9/9/11,xxxx8269,67.79,847.35,3.3,REG,1,NV,0,0,0
123A662,9/9/11,xxxx8271,68.22,852.73,5.6,PRM,1,OH,0,0,0
123A704,9/9/11,xxxx8273,42.85,857.07,5.5,REG,1,NV,0,0,0
123A297,9/9/11,xxxx8274,68.57,857.08,0.3,REG,1,NV,0,0,0
123A224,9/9/11,xxxx8275,68.62,857.8,2,REG,1,NV,0,0,0
123A628,9/9/11,xxxx8278,43.06,861.23,5.6,REG,1,OH,0,0,0
123A383,9/9/11,xxxx8279,68.93,861.66,5.6,REG,1,OH,0,0,0
123A312,9/9/11,xxxx8280,43.1,861.92,0.3,REG,1,NV,0,0,0
123A340,9/9/11,xxxx8281,43.1,862.07,5.6,REG,0,OH,0,0,0
123A298,9/9/11,xxxx8282,68.98,862.22,0.3,REG,1,NV,0,0,0
123A356,9/9/11,xxxx8284,69.13,864.18,5.6,REG,1,OH,0,0,0
123A336,9/9/11,xxxx8285,43.61,872.14,5.6,REG,0,OH,0,0,0
123A627,9/9/11,xxxx8286,70.36,879.46,4,REG,1,NV,0,0,0
123A279,9/9/11,xxxx8287,70.53,881.61,5.6,REG,1,OH,0,0,0
123A640,9/9/11,xxxx8288,70.56,882.05,5.6,REG,1,OH,0,0,0
123A680,9/9/11,xxxx8289,70.82,885.29,5.6,REG,1,OH,0,0,0
123A366,9/9/11,xxxx8291,44.45,889.01,5.6,REG,0,OH,0,0,0
123A307,9/9/11,xxxx8292,71.2,889.95,5.6,REG,1,OH,0,0,0
123A596,9/9/11,xxxx8293,44.61,892.26,2.3,REG,0,NV,0,0,0
123A271,9/9/11,xxxx8295,71.52,894,2.8,REG,0,NV,0,0,0
123A664,9/9/11,xxxx8296,44.75,895,5.6,REG,0,OH,0,0,0
123A396,9/9/11,xxxx8297,71.76,897,5.6,REG,0,OH,0,0,0
123A407,9/9/11,xxxx8298,71.92,898.96,5.6,REG,0,OH,0,0,0
123A591,9/9/11,xxxx8299,72.62,907.72,0.3,REG,0,OH,0,0,0
123A654,9/9/11,xxxx8301,45.82,916.39,2.7,REG,0,NV,0,0,0
123A570,9/9/11,xxxx8302,46.16,923.13,2.4,REG,0,NV,0,0,0
123A260,9/9/11,xxxx8303,73.86,923.26,3.7,REG,0,NV,0,0,0
123A296,9/9/11,xxxx8305,74.11,926.41,4.1,REG,0,NV,0,0,0
123A244,9/9/11,xxxx8306,74.74,934.27,5.6,REG,0,OH,0,0,0
123A182,9/9/11,xxxx8307,46.95,938.9,3.7,REG,1,NV,0,0,0
